id;active;year;gender;want_spam;balance;undo_count
899;f;1988;U;t;0;0
900;t;2012;M;t;150;0
901;t;2012;M;t;1850;0
902;f;1996;M;t;-34925;0
903;f;2002;M;t;75;0
904;f;1993;M;t;0;0
905;f;1998;M;t;0;0
906;f;2003;M;t;-2800;0
907;f;1984;M;t;0;0
908;f;2002;M;t;4050;0
909;t;2006;M;t;0;0
910;f;1998;M;t;0;0
911;t;2014;M;t;2400;0
912;f;2005;F;t;0;0
913;f;2005;U;t;0;0
914;f;1999;F;t;-13575;0
915;t;2015;M;t;16500;0
916;f;2005;M;t;1025;0
917;f;2005;M;t;375;0
918;t;2004;M;f;6825;0
919;t;2014;M;t;11400;0
920;t;2016;M;t;4000;0
921;t;2015;M;t;5800;0
922;f;2004;M;t;8725;0
923;f;2007;M;t;600;0
924;f;2004;M;t;-1300;0
925;f;2006;M;t;150;0
926;t;2010;M;t;35150;0
927;t;2013;M;t;0;0
928;t;2014;M;t;2200;0
929;t;2013;M;t;200;0
930;f;2000;M;t;12587;0
931;t;2005;M;t;1475;0
932;t;2013;M;t;0;0
933;f;1998;M;t;0;0
934;f;1985;M;t;0;0
935;t;2015;M;t;250;0
936;f;1986;M;t;0;0
937;f;1988;U;t;0;0
938;t;2014;M;t;23800;0
939;t;2013;M;t;9750;0
940;f;1987;M;t;0;0
941;f;1981;M;t;0;0
942;f;1996;M;t;50;0
943;f;1991;M;t;0;0
944;f;2005;M;t;500;0
945;f;2006;M;t;-2800;0
946;f;2001;M;t;1025;0
947;f;1997;U;t;0;0
948;f;2004;M;t;5875;0
949;t;2016;M;t;14600;0
950;t;2016;M;f;800;0
951;f;1983;M;t;0;0
952;f;2002;M;t;-700;0
953;f;1997;M;t;0;0
954;f;1983;M;t;0;0
955;f;1985;M;t;0;0
956;f;1986;M;t;0;0
957;f;2012;M;t;0;0
958;f;1992;M;t;0;0
959;f;2003;M;t;125;0
960;t;2016;M;t;15000;0
961;f;1996;F;t;0;0
962;f;1995;M;t;0;0
963;f;2001;U;t;0;0
964;t;1999;M;t;975;0
965;f;1997;M;t;0;0
966;f;2006;M;t;150;0
967;f;2014;M;t;1000;0
968;f;0;U;t;0;0
969;f;2005;M;t;-5600;0
970;f;2002;M;t;350;0
971;f;2008;F;f;0;0
972;t;2009;M;t;0;0
973;f;1990;M;t;0;0
974;f;2009;M;t;500;0
975;f;1982;M;t;0;0
976;f;1984;M;t;0;0
977;f;1994;M;t;0;0
978;f;1993;U;t;-18200;0
979;f;1984;M;t;0;0
980;t;2010;M;t;32700;0
981;f;1984;M;t;0;0
982;f;2011;U;t;100;0
983;f;1999;M;t;-7300;0
984;t;1991;M;t;525;0
985;f;2003;U;t;0;0
986;f;1985;M;t;0;0
987;t;2014;M;t;400;0
988;t;2014;M;t;9650;0
989;t;2009;M;t;250;0
990;t;2015;M;t;850;0
991;f;2002;M;t;3150;0
992;t;2015;M;t;400;0
993;t;2013;M;t;28850;0
994;f;2002;M;t;1125;0
995;t;2011;F;t;14250;0
996;f;1994;U;t;75;0
997;f;1996;M;t;0;0
998;f;1994;M;t;0;0
999;t;2014;M;t;150;0
1000;t;2013;M;t;3050;0
1001;f;1983;M;t;0;0
1002;f;2011;M;t;550;0
1003;f;1994;U;t;0;0
1004;t;2010;M;t;4250;0
1005;t;2006;M;t;11596;0
1006;t;2015;M;t;8650;0
1007;f;1986;M;t;0;0
1008;t;2014;M;t;24500;0
1009;f;2006;U;t;4800;0
1010;f;1993;M;t;0;0
1011;f;2000;M;t;-7550;0
1012;f;1996;M;t;-1600;0
1013;f;2001;M;t;0;0
1014;f;1990;M;t;0;0
1015;f;2005;M;t;-1300;0
1016;t;1985;M;t;2425;0
1017;f;1984;M;t;0;0
1018;f;1989;M;t;0;0
1019;f;1982;M;t;0;0
1020;f;1997;M;t;2375;0
1021;f;1988;M;t;0;0
1022;f;0;M;t;0;0
1023;t;2011;M;t;150;0
1024;f;2003;M;t;4525;0
1025;t;2012;M;t;200;0
1026;t;2016;M;t;3050;0
1027;f;2012;M;f;650;0
1028;f;2003;U;t;-5125;0
1029;f;1998;U;t;-4700;0
1030;f;2008;U;t;2400;0
1031;f;0;U;t;0;0
1032;f;2002;F;t;15575;0
1033;t;2005;M;t;11425;1
1034;t;2015;M;t;3550;0
1035;f;2011;M;t;11300;0
1036;f;1984;U;t;0;0
1037;t;2011;M;t;5650;0
1038;t;2016;M;t;19400;0
1039;f;2011;U;t;0;0
1040;f;2004;M;t;300;0
1041;t;2013;M;f;400;0
1042;f;1985;M;t;0;0
1043;f;2002;M;t;-3875;0
1044;t;2013;M;t;800;0
1045;f;2014;M;t;50;0
1046;t;2015;M;t;450;0
1047;f;1994;M;t;-8900;0
1048;f;1989;M;t;0;0
1049;f;2010;M;t;0;0
1050;t;2013;F;t;850;0
1051;f;2006;M;t;2350;0
1052;f;2004;M;t;-225;0
1053;t;2010;M;t;800;0
1054;f;1998;M;t;-9700;0
1055;f;2004;M;t;10425;0
1056;f;2007;M;t;850;0
1057;f;1989;M;t;0;0
1058;f;1994;U;t;24500;0
1059;t;2014;M;t;550;0
1060;f;2011;M;t;250;0
1061;t;2014;M;t;20800;0
1062;f;2004;U;t;-14550;0
1063;f;1988;M;t;0;0
1064;f;2009;M;t;5900;0
1065;f;1999;M;t;-1425;0
1066;t;2014;M;t;400;0
1067;f;1978;M;t;0;0
1068;t;2016;F;t;16650;0
1069;f;2011;U;t;0;0
1070;f;2007;M;t;250;0
1071;f;2005;M;t;550;0
1072;f;2001;M;t;0;0
1073;f;1993;M;t;0;0
1074;t;2014;M;t;250;0
1075;f;1980;M;t;0;0
1076;f;2003;U;t;0;0
1077;f;2000;M;t;11575;0
1078;f;2001;M;t;-3700;0
1079;t;2016;M;t;5800;0
1080;t;2013;M;t;200;0
1081;f;2003;M;t;0;0
1082;f;1984;U;t;0;0
1083;t;2014;M;t;9900;0
1084;f;1979;F;t;0;0
1085;f;1986;M;t;0;0
1086;f;2012;M;t;250;0
1087;f;2002;M;t;0;0
1088;f;2005;M;t;275;0
1089;f;1997;M;t;-22025;0
1090;t;2005;M;t;1743;0
1091;f;2006;M;t;400;0
1092;f;2007;M;t;0;0
1093;f;2002;M;t;-3875;0
1094;f;2010;M;t;3150;0
1095;f;1983;M;t;0;0
1096;t;2012;M;t;11600;0
1097;f;1982;M;t;0;0
1098;f;2006;U;t;600;0
1099;f;2002;M;t;3050;0
1100;f;2000;U;t;25;0
1101;f;2005;M;t;-3900;0
1102;f;1994;M;t;0;0
1103;f;2002;M;t;2025;0
1104;f;1997;M;t;0;0
1105;f;2005;U;t;0;0
1106;t;2010;M;t;650;0
1107;f;2009;F;t;100;0
1108;t;2014;M;t;11500;0
1109;f;2002;M;t;475;0
1110;t;2016;M;t;1300;0
1111;t;2011;U;t;200;0
1112;t;2012;M;t;400;0
1113;f;1988;M;t;0;0
1114;t;2015;M;t;450;0
1115;f;2012;M;t;1050;0
1116;f;2005;U;t;10650;0
1117;f;1975;M;t;0;0
1118;f;2006;M;t;125;0
1119;f;1996;M;t;0;0
1120;f;2011;M;t;0;0
1121;f;2006;U;t;400;0
1122;f;2012;F;t;0;0
1123;f;1988;U;t;0;0
1124;f;2004;M;t;1225;0
1125;f;1997;M;t;-32625;0
1126;f;1999;M;t;-14025;0
1127;f;1992;M;t;0;0
1128;t;2004;F;t;4315;0
1129;f;2005;M;t;-1925;0
1130;f;2006;U;t;300;0
1131;f;1998;M;t;0;0
1132;f;1999;U;t;-75;0
1133;t;2015;M;t;10200;0
1134;f;1986;M;t;0;0
1135;f;1993;M;t;0;0
1136;f;1985;U;t;0;0
1137;f;0;M;t;-10600;0
1138;f;1988;M;t;0;0
1139;f;1988;M;t;0;0
1140;f;2002;M;t;-1900;0
1141;f;2003;M;t;-4225;0
1142;f;2005;M;t;-1575;0
1143;t;2015;M;t;29000;0
1144;f;2001;U;t;1300;0
1145;f;1985;M;t;0;0
1146;t;2015;M;t;0;0
1147;t;2011;M;t;600;0
1148;f;2001;M;t;9750;0
1149;t;2013;M;t;50;0
1150;f;1995;U;t;0;0
1151;f;1983;U;t;0;0
1152;f;1991;U;t;0;0
1153;t;2013;M;t;10900;0
1154;f;1994;U;t;-31800;0
1155;f;2011;M;t;0;0
1156;f;2003;M;t;5025;0
1157;t;2016;M;t;46950;0
1158;t;2011;M;t;9150;0
1159;f;2010;M;t;700;0
1160;f;1991;M;t;0;0
1161;f;2002;U;t;3100;0
1162;f;1995;U;t;0;0
1163;f;1990;M;t;0;0
1164;f;1998;M;t;0;0
1165;f;2002;M;t;3750;0
1166;f;2003;M;t;-7850;0
1167;f;1989;M;t;0;0
1168;f;2002;U;t;0;0
1169;f;2001;F;t;125;0
1170;f;1983;M;t;0;0
1171;f;1989;M;t;0;0
1172;f;1991;U;t;0;0
1173;f;1988;F;t;0;0
1174;f;1991;M;t;0;0
1175;t;2009;M;t;12700;0
1176;f;1992;M;t;0;0
1177;t;2005;M;t;45190;0
1178;f;1990;M;t;0;0
1179;f;1992;M;t;0;0
1180;f;2003;U;t;500;0
1181;f;2002;M;t;125;0
1182;f;1998;M;t;-1675;0
1183;f;2006;M;t;4200;0
1184;t;2014;M;t;200;0
1185;f;1986;M;t;0;0
1186;f;1997;M;t;175;0
1187;t;2016;M;t;8700;0
1188;f;1993;M;t;0;0
1189;f;1994;M;t;0;0
1190;t;2014;M;t;13800;0
1191;f;1993;M;t;10000;0
1192;f;2004;M;t;25;0
1193;t;2015;M;t;13300;0
1194;f;2004;M;t;-2400;0
1195;f;2014;F;t;9950;0
1196;t;1994;M;t;900;0
1197;t;2013;M;t;600;0
1198;f;1994;M;t;-24925;0
1199;t;1994;M;t;64200;0
1200;f;1990;M;t;0;0
1201;t;2009;M;t;23000;0
1202;f;2001;M;t;3475;0
1203;f;2002;M;t;-1925;0
1204;f;2002;M;t;0;0
1205;t;2014;M;t;50;0
1206;f;0;M;t;0;0
1207;t;2006;M;t;14000;0
1208;t;2011;M;t;3600;0
1209;f;1990;M;t;0;0
1210;f;1997;M;t;50;0
1211;f;1989;M;t;0;0
1212;f;2003;M;t;-4000;0
1213;f;2002;M;t;25;0
1214;f;1994;M;t;8900;0
1215;f;1986;U;t;0;0
1216;t;2016;M;t;4400;0
1217;t;2011;M;t;7350;0
1218;f;1998;M;t;0;0
1219;f;1987;M;t;0;0
1220;t;2013;F;t;150;0
1221;f;1999;M;t;0;0
1222;f;2004;M;t;-25;0
1223;f;1999;M;t;0;0
1224;f;1997;M;t;0;0
1225;f;1997;U;t;0;0
1226;f;2000;U;t;1850;0
1227;f;1985;M;t;0;0
1228;t;2015;M;t;10350;0
1229;f;1993;M;t;2000;0
1230;f;1995;M;t;0;0
1231;f;1998;U;t;10475;0
1232;f;2011;M;t;350;0
1233;f;0;M;t;28150;0
1234;t;2010;U;t;22100;0
1235;t;2009;M;t;0;0
1236;f;2012;M;t;2500;0
1237;f;2004;M;t;200;0
1238;f;2003;M;t;425;0
1239;t;2014;M;t;2100;0
1240;f;1991;U;t;0;0
1241;f;2008;U;t;450;0
1242;f;2005;M;t;6000;0
1243;f;2004;M;t;-400;0
1244;f;2005;M;t;4300;0
1245;f;2000;U;t;5800;0
1246;f;1992;M;t;0;0
1247;f;1983;U;t;0;0
1248;f;1993;F;t;0;0
1249;f;2005;U;t;11700;0
1250;f;1982;M;t;0;0
1251;f;2002;M;t;0;0
1252;f;1993;M;t;0;0
1253;f;2003;M;t;0;0
1254;f;1997;U;t;-28275;0
1255;f;2014;M;t;250;0
1256;f;1996;M;t;0;0
1257;f;2001;M;t;-15375;0
1258;f;2006;M;t;0;0
1259;f;2006;U;t;-550;0
1260;f;1999;U;t;575;0
1261;f;2005;M;t;0;0
1262;f;2001;M;t;-5175;0
1263;t;1984;M;t;900;0
1264;f;2012;M;t;0;0
1265;t;2002;U;t;4525;0
1266;f;1994;M;t;0;0
1267;f;1986;M;t;0;0
1268;f;2005;M;t;-1450;0
1269;t;2011;U;t;3150;0
1270;f;1984;M;t;0;0
1271;t;2015;M;t;2250;0
1272;t;2013;F;t;33300;0
1273;t;2016;M;t;2550;0
1274;f;1994;M;t;0;0
1275;f;2001;M;t;900;0
1276;f;2015;M;t;100;0
1277;t;2005;M;t;201;0
1278;t;2014;M;t;400;0
1279;f;1999;M;t;0;0
1280;f;1990;M;t;0;0
1281;f;2004;F;t;500;0
1282;f;2014;M;t;50;0
1283;f;2005;M;t;21125;0
1284;f;2005;M;t;-2125;0
1285;f;2006;M;t;9600;0
1286;f;2003;M;t;25;0
1287;f;2010;M;t;11850;0
1288;f;2003;U;t;0;0
1289;f;1991;U;t;0;0
1290;t;2017;F;t;8900;0
1291;f;1990;M;t;0;0
1292;f;2005;M;t;25;0
1293;f;2002;M;t;2675;0
1294;f;2000;M;t;-25;0
1295;f;2005;F;t;0;0
1296;f;2004;M;t;-725;0
1297;f;1985;M;t;0;0
1298;t;2011;U;t;50;0
1299;f;2001;M;t;25;0
1300;f;2004;M;t;3125;0
1301;f;1994;M;t;-20000;0
1302;f;1998;M;t;-24250;0
1303;f;1990;M;t;0;0
1304;f;1989;M;t;0;0
1305;f;1992;M;t;0;0
1306;f;1999;U;t;13725;0
1307;t;2013;M;t;150;0
1308;t;2015;M;t;0;0
1309;f;1989;M;t;0;0
1310;f;1998;M;t;0;0
1311;f;2008;U;t;400;0
1312;f;2003;M;t;0;0
1313;f;1984;M;t;0;0
1314;f;1984;M;t;0;0
1315;t;2014;F;t;0;0
1316;f;2003;M;t;450;0
1317;f;2007;M;t;0;0
1318;f;1994;M;t;52000;0
1319;f;2012;U;t;3000;0
1320;f;2013;F;t;0;0
1321;t;2013;M;t;200;0
1322;f;2005;M;t;-5500;0
1323;f;2005;F;t;3875;0
1324;f;2006;M;t;-250;0
1325;t;2007;M;t;200;0
1326;f;2008;M;t;3200;0
1327;f;1991;U;t;0;0
1328;f;2009;M;t;50;0
1329;f;2010;U;t;14150;0
1330;t;2014;F;t;150;0
1331;f;1987;M;t;0;0
1332;f;2003;M;t;-1575;0
1333;t;2014;M;t;6900;0
1334;f;2006;M;t;-5550;0
1335;t;2016;M;f;4050;0
1336;f;2005;M;t;1450;0
1337;t;2012;M;t;450;0
1338;f;0;U;t;0;0
1339;f;1998;M;t;0;0
1340;f;1991;M;t;0;0
1341;f;1985;U;t;0;0
1342;f;1994;M;t;0;0
1343;f;2001;M;t;525;0
1344;f;2002;U;t;5050;0
1345;f;1999;M;t;0;0
1346;f;1995;M;t;125;0
1347;t;1983;M;t;50750;0
1348;f;1978;M;t;0;0
1349;t;2013;M;t;350;0
1350;f;2010;M;t;800;0
1351;t;2013;M;t;14000;0
1352;f;1989;M;t;0;0
1353;f;2001;M;t;0;0
1354;f;2001;M;t;-25;0
1355;f;2002;M;t;2975;0
1356;t;2005;U;t;1375;0
1357;t;2015;M;t;600;0
1358;f;2003;U;t;675;0
1359;t;2012;F;t;0;0
1360;f;2002;M;t;0;0
1361;f;1996;M;t;50;0
1362;f;2004;M;t;-4225;0
1363;f;2003;M;t;3600;0
1364;f;1999;M;t;4925;0
1365;f;2004;M;t;50;0
1366;f;2011;F;t;150;0
1367;t;2015;M;t;200;0
1368;f;1995;M;t;5850;0
1369;f;1989;U;t;0;0
1370;t;2010;M;t;22450;0
1371;t;2013;M;t;5250;0
1372;f;1992;M;t;0;0
1373;f;1999;M;t;525;0
1374;f;1987;M;t;0;0
1375;f;2007;U;t;1050;0
1376;f;0;U;t;0;0
1377;f;1982;M;t;0;0
1378;f;2015;M;t;200;0
1379;t;14;M;t;700;0
1380;f;2012;M;t;200;0
1381;f;1989;M;t;0;0
1382;t;2005;U;t;11050;0
1383;f;1990;M;t;0;0
1384;f;2008;M;t;1050;0
1385;f;2006;F;t;0;0
1386;t;2013;M;t;200;0
1387;f;2005;M;t;5000;0
1388;f;2001;M;t;0;0
1389;t;2014;M;t;11550;0
1390;f;2004;M;t;-5750;0
1391;t;1996;M;t;325;0
1392;f;1988;M;t;0;0
1393;f;2003;M;t;23055;0
1394;t;1982;M;t;9150;0
1395;f;1991;M;t;0;0
1396;t;2014;M;t;4150;0
1397;f;2000;M;t;-13975;0
1398;t;2009;M;t;0;0
1399;t;2016;M;t;8700;0
1400;t;2009;M;t;15250;0
1401;f;1997;M;t;3350;0
1402;f;1987;U;t;0;0
1403;f;1987;M;t;0;0
1404;f;2003;M;t;0;0
1405;f;1998;M;t;-19525;0
1406;f;1987;M;t;0;0
1407;f;1995;M;t;0;0
1408;f;1992;M;t;2300;0
1409;f;0;U;t;0;0
1410;f;1989;U;t;0;0
1411;f;1996;U;t;100;0
1412;f;1982;U;t;0;0
1413;t;1990;M;t;900;0
1414;f;2009;M;t;800;0
1415;f;1994;M;t;0;0
1416;f;2002;M;t;100;0
1417;t;2011;M;t;6350;0
1418;t;2015;M;t;11150;0
1419;f;1981;M;t;0;0
1420;f;2007;M;t;500;0
1421;f;2006;U;t;1500;0
1422;f;2006;M;t;175;0
1423;t;2012;M;t;0;0
1424;f;2002;M;t;0;0
1425;f;1998;M;t;7425;0
1426;t;2015;F;t;7150;0
1427;f;2005;M;t;-5350;0
1428;t;2014;M;t;5750;0
1429;f;2001;M;t;19025;0
1430;f;2011;M;t;0;0
1431;f;1997;U;t;2325;0
1432;f;1994;M;t;0;0
1433;f;1978;M;t;0;0
1434;f;2004;M;t;688;0
1435;f;2003;M;t;-5025;0
1436;f;2006;M;t;550;0
1437;t;2014;M;t;3300;0
1438;f;2004;U;t;1650;0
1439;f;2004;M;t;-5200;0
1440;f;1998;M;t;0;0
1441;f;1992;M;t;0;0
1442;f;1985;M;t;0;0
1443;t;2013;M;t;8050;0
1444;f;2006;U;t;500;0
1445;f;1988;M;t;0;0
1446;t;2000;M;t;0;0
1447;f;2005;M;t;2450;0
1448;t;2015;M;t;12400;0
1449;f;2009;M;t;150;0
1450;t;2010;U;t;23200;0
1451;f;1993;M;t;0;0
1452;t;2002;M;t;20000;0
1453;f;1994;U;t;0;0
1454;f;1991;U;t;0;0
1455;f;1975;U;t;0;0
1456;t;2012;F;t;2300;0
1457;f;2006;M;t;150;0
1458;f;2001;M;t;5675;0
1459;t;2016;M;t;7150;0
1460;t;2006;U;t;6015;0
1461;f;1997;M;t;-8125;0
1462;t;2013;M;t;700;0
1463;f;1993;M;t;0;0
1464;f;2005;M;t;-1575;0
1465;f;2007;U;t;0;0
1466;f;2006;M;t;9000;0
1467;t;2014;M;t;7450;0
1468;f;1994;M;t;4050;0
1469;f;1987;M;t;0;0
1470;t;2009;M;t;0;0
1471;f;2003;U;t;2825;0
1472;f;1982;U;t;0;0
1473;f;2006;F;t;0;0
1474;f;1986;U;t;0;0
1475;t;1983;M;t;0;0
1476;t;2014;M;t;2000;0
1477;f;2011;M;t;400;0
1478;f;2000;M;t;5646;0
1479;f;2000;M;t;4150;0
1480;f;2001;M;t;-200;0
1481;f;1988;M;t;0;0
1482;t;2016;M;t;0;0
1483;t;2004;M;t;450;0
1484;f;2003;U;t;-2350;0
1485;f;2012;M;t;50;0
1486;f;1992;M;t;0;0
1487;t;2014;M;f;9550;0
1488;f;1994;M;t;-17725;0
1489;f;1999;U;t;0;0
1490;f;2006;M;t;15600;0
1491;f;1998;M;t;2725;0
1492;f;2009;U;t;600;0
1493;f;2003;M;t;0;0
1494;t;2013;F;t;12750;0
1495;f;1992;M;t;0;0
1496;f;2008;U;t;200;0
1497;f;2009;M;t;400;0
1498;f;1996;M;t;0;0
1499;f;2012;M;t;900;0
1500;f;2003;M;t;-2000;0
1501;t;2000;U;t;4950;0
1502;t;2011;M;t;50;0
1503;t;2015;M;t;200;0
1504;f;1989;M;t;0;0
1505;t;2013;M;t;47050;0
1506;f;2002;M;t;9750;0
1507;t;2010;F;t;0;0
1508;f;1995;M;t;0;0
1509;f;2005;M;t;325;0
1510;f;2003;M;t;100;0
1511;f;1993;M;t;0;0
1512;f;2005;U;t;0;0
1513;f;1983;M;t;0;0
1514;f;2014;M;t;0;0
1515;f;2005;M;t;2725;0
1516;t;2012;M;t;50;0
1517;f;2009;U;t;500;0
1518;f;2012;M;t;250;0
1519;t;2012;M;t;1050;0
1520;t;2014;M;t;250;0
1521;f;2011;F;t;5000;0
1522;t;2014;M;t;6550;0
1523;f;2006;U;t;-200;0
1524;f;1994;M;t;-5975;0
1525;f;1991;M;t;0;0
1526;f;1986;M;t;0;0
1527;f;2003;M;t;300;0
1528;f;2003;M;t;-5275;0
1529;t;2016;M;t;15800;0
1530;t;2006;M;t;150;0
1531;f;1991;M;t;0;0
1532;f;1991;U;t;0;0
1533;f;1999;M;t;14325;0
1534;f;1995;M;t;-18450;0
1535;f;1991;F;t;0;0
1536;f;1997;M;t;-15200;0
1537;f;1986;U;t;0;0
1538;f;1992;M;t;0;0
1539;f;1987;M;t;0;0
1540;t;2014;M;t;11750;0
1541;t;2009;M;t;500;0
1542;f;1989;M;t;0;0
1543;f;1999;M;t;25;0
1544;t;2003;U;t;0;0
1545;f;1987;U;t;0;0
1546;f;2012;M;t;0;0
1547;f;1984;M;t;0;0
1548;f;2005;M;t;-975;0
1549;f;1979;M;t;0;0
1550;t;2010;M;t;4500;0
1551;t;2009;M;t;400;0
1552;f;1983;F;t;0;0
1553;t;2016;F;t;0;0
1554;f;2005;M;t;225;0
1555;t;2013;F;t;2900;0
1556;f;1994;M;t;1450;0
1557;f;1989;M;t;-775;0
1558;f;2001;M;t;0;0
1559;f;1997;U;t;0;0
1560;f;1997;M;t;0;0
1561;t;1997;M;t;600;0
1562;f;2004;U;t;3725;0
1563;t;2009;M;t;6050;0
1564;t;2016;M;t;5150;0
1565;t;2016;F;t;4250;0
1566;t;2014;M;t;0;0
1567;f;1992;U;t;0;0
1568;t;2015;M;t;350;0
1569;f;1999;M;t;-17275;0
1570;f;2006;M;t;5475;0
1571;t;2013;M;t;600;0
1572;f;1985;M;t;0;0
1573;t;2014;M;t;0;0
1574;f;1999;U;t;0;0
1575;t;2008;M;t;10300;0
1576;f;2007;M;t;450;0
1577;t;2015;M;t;12800;0
1578;f;2010;M;t;8450;0
1579;f;1997;M;t;-23875;0
1580;f;1997;M;t;0;0
1581;f;2002;M;t;-3250;0
1582;t;2014;M;f;3600;0
1583;f;1982;F;t;0;0
1584;f;1992;U;t;0;0
1585;f;2002;U;t;125;0
1586;f;1995;M;t;-52600;0
1587;f;2012;M;t;750;0
1588;t;2014;U;t;0;0
1589;f;2015;M;t;2550;0
1590;f;1985;M;t;0;0
1591;f;1981;U;t;0;0
1592;t;2013;M;t;0;0
1593;f;1997;M;t;0;0
1594;f;0;M;t;0;0
1595;f;1989;M;t;-3825;0
1596;f;2003;M;t;0;0
1597;t;2011;M;t;6000;0
1598;f;2014;M;t;5550;0
1599;f;1986;M;t;0;0
1600;f;2004;M;t;2125;0
1601;f;2012;M;t;0;0
1602;f;1996;M;t;-16825;0
1603;f;1984;M;t;0;0
1604;t;2009;U;t;200;0
1605;f;1999;M;t;0;0
1606;t;2015;M;t;100;0
1607;t;2017;M;t;2100;0
1608;t;2013;F;t;350;0
1609;f;2004;M;t;175;0
1610;f;2001;F;t;50;0
1611;t;1984;U;t;0;0
1612;f;1984;U;t;0;0
1613;f;2009;U;t;-15500;0
1614;f;2005;M;t;-10250;0
1615;f;1992;M;t;10400;0
1616;t;2011;M;t;250;0
1617;f;1978;U;t;0;0
1618;f;1996;M;t;0;0
1619;f;1975;M;t;0;0
1620;f;2013;M;t;0;0
1621;f;2002;M;t;0;0
1622;f;2005;M;t;850;0
1623;f;1999;M;t;0;0
1624;f;2009;F;t;0;0
1625;t;2016;F;t;2800;0
1626;f;2003;M;t;1800;0
1627;t;2009;U;f;4000;0
1628;f;2007;M;t;2350;0
1629;t;2015;M;t;100;0
1630;f;1992;M;t;-4125;0
1631;f;2010;M;t;450;0
1632;t;2013;F;t;50;0
1633;f;1986;M;t;0;0
1634;f;1978;M;t;0;0
1635;f;2004;M;t;0;0
1636;f;2004;M;t;19563;0
1637;f;1985;M;t;0;0
1638;t;2013;M;t;200;0
1639;f;1976;U;t;20000;0
1640;f;2004;M;t;0;0
1641;f;1985;M;t;0;0
1642;f;1985;M;t;0;0
1643;f;2004;U;t;0;0
1644;f;1996;M;t;-34400;0
1645;f;2004;M;t;0;0
1646;f;1996;U;t;0;0
1647;f;2008;M;t;50;0
1648;t;1999;M;t;2200;0
1649;t;2005;M;t;225;0
1650;f;1996;M;t;0;0
1651;f;1995;M;t;0;0
1652;f;1994;U;t;0;0
1653;f;2002;U;t;0;0
1654;f;1979;F;t;0;0
1655;f;2002;U;t;-950;0
1656;f;2005;M;t;700;0
1657;f;1985;M;t;0;0
1658;f;2002;U;t;525;0
1659;f;1983;M;t;0;0
1660;t;2014;F;t;0;0
1661;f;1991;U;t;0;0
1662;f;1988;M;t;0;0
1663;f;1999;M;t;10125;0
1664;f;1994;M;t;0;0
1665;t;2015;M;t;4950;0
1666;f;2001;M;t;25;0
1667;f;1995;M;t;0;0
1668;f;2007;M;t;550;0
1669;f;1991;M;t;0;0
1670;f;2012;M;t;0;0
1671;t;2012;M;t;50;0
1672;f;1984;M;t;0;0
1673;f;2003;U;t;-50;0
1674;f;2011;U;t;600;0
1675;f;2006;M;t;-9050;0
1676;f;2012;M;t;150;0
1677;t;2014;F;t;700;0
1678;t;2005;M;t;175;0
1679;f;1992;M;t;0;0
1680;t;1986;M;t;5800;0
1681;f;2002;M;t;150;0
1682;t;2016;M;t;6600;0
1683;f;1981;M;t;4200;0
1684;f;1995;U;t;0;0
1685;f;1994;M;t;-5875;0
1686;f;1995;M;t;0;0
1687;f;2005;M;t;-3025;0
1688;f;1999;U;t;50;0
1689;f;1999;M;t;100;0
1690;t;2016;M;t;3750;0
1691;f;0;U;t;0;0
1692;t;2010;M;t;200;0
1693;f;1994;M;t;-14100;0
1694;t;2011;M;t;50;0
1695;f;1986;M;t;0;0
1696;t;2013;M;t;19300;0
1697;f;1989;M;t;0;0
1698;f;2011;M;t;150;0
1699;f;2004;M;t;0;0
1700;f;2007;M;t;200;0
1701;f;2002;M;t;0;0
1702;f;2008;M;t;1100;0
1703;f;1998;U;t;1375;0
1704;t;2004;M;t;400;0
1705;f;1994;M;t;0;0
1706;f;1995;U;t;0;0
1707;f;1997;M;t;-825;0
1708;t;2016;M;t;12850;0
1709;f;1993;M;t;0;0
1710;f;2003;M;t;-1400;0
1711;f;1988;U;t;-550;0
1712;f;2002;U;t;0;0
1713;f;1986;M;t;0;0
1714;f;2006;M;t;825;0
1715;f;2003;M;t;-2425;0
1716;f;2001;M;t;-2150;0
1717;f;2002;M;t;4250;0
1718;f;0;U;t;0;0
1719;f;2016;F;t;0;0
1720;f;2006;U;t;0;0
1721;f;2008;U;t;0;0
1722;t;2013;M;t;300;0
1723;f;2004;U;t;1925;0
1724;f;1992;M;t;8825;0
1725;t;2013;M;t;11650;0
1726;f;1999;M;t;0;0
1727;f;1999;U;t;0;0
1728;f;1991;U;t;0;0
1729;f;2012;M;t;18800;0
1730;f;1984;M;t;0;0
1731;f;2002;M;t;-925;0
1732;f;1996;M;t;3500;0
1733;t;2013;M;t;1500;0
1734;f;1995;M;t;0;0
1735;f;2011;M;t;16700;0
1736;f;1997;U;t;0;0
1737;f;2014;M;t;10000;0
1738;f;1986;M;t;0;0
1739;f;2011;M;t;0;0
1740;t;2004;M;f;9800;0
1741;f;1982;M;t;0;0
1742;f;1994;M;t;0;0
1743;f;1994;U;t;0;0
1744;f;1992;U;t;0;0
1745;f;1997;U;t;-1100;0
1746;t;2016;M;t;20000;0
1747;f;2005;M;t;1175;0
1748;t;2016;M;t;29150;0
1749;f;1992;M;t;0;0
1750;t;2016;M;t;34350;0
1751;f;2005;M;t;50;0
1752;f;2009;M;t;50;0
1753;f;1994;M;t;0;0
